anum,n_terms,n_d,order,degree,n_id,L_H,n_revisions,n_struct_rev,final_lambda,name
A015692,34,15.0,,,,,2,1,1.0,Inverse of 1683rd cyclotomic polynomial.
A015698,34,6.0,,,,,1,1,1.0,"Number of 5-tuples of different integers from [ 1,n ] with no common factors among pairs."
A015699,34,6.0,,,,,1,1,1.0,"Number of 5-tuples of different integers from [ 2,n ] with no common factors among pairs."
A015700,34,6.0,,,,,1,1,1.0,Inverse of 1691st cyclotomic polynomial.
A015702,34,,,,,,0,0,1.0,Numbers k where phi(k) + sigma(k) increases to a record value.
A015703,34,6.0,,,,,1,1,1.0,Inverse of 1694th cyclotomic polynomial.
A015705,34,,,,,,0,0,1.0,"Geometric mean of phi(n) and sigma(n) is an integer, n odd."
A015706,34,,,,,,0,0,1.0,Odd numbers k that divide phi(k)*sigma(k).
A015707,34,,,,,,0,0,1.0,Values of n where (phi(n) * sigma(n))/n is an integer and increases.
A015708,34,,,,,,0,0,1.0,Numbers k such that k | (phi(k) * sigma(k)) but (phi(k) + sigma(k))/k does not increase.
A015709,34,,,,,,0,0,1.0,Composite n such that phi(n) * sigma(n) is one less than a square.
A015710,34,,,,,,0,0,1.0,"Least k >= 0 such that phi(n) * sigma(n) + k^2 is a perfect square, or -1 if impossible."
A015711,34,6.0,,,,,1,1,1.0,Inverse of 1702nd cyclotomic polynomial.
A015712,34,6.0,,,,,1,1,1.0,Inverse of 1703rd cyclotomic polynomial.
A015713,34,,,,,,0,0,1.0,Numbers m such that phi(m) * sigma(m) + k^2 is not a square for any k.
A015714,34,11.0,,,,,2,1,1.0,Inverse of 1705th cyclotomic polynomial.
A015715,34,,,,,,0,0,1.0,Odd integers m such that phi(m) | sigma(m).
A015716,34,,,,,,0,0,1.0,"Triangle read by rows: T(n,k) is the number of partitions of n into distinct parts, one of which is k (1<=k<=n)."
A015717,34,7.0,,,,,2,1,1.0,Inverse of 1708th cyclotomic polynomial.
A015718,34,,,,,,0,0,1.0,"Triangular array T given by rows: T(n,k) = number of partitions of n into distinct parts, none of which is k (1<=k<=n)."
A015719,34,15.0,,,,,2,1,1.0,Inverse of 1710th cyclotomic polynomial.
A015720,34,6.0,,,,,1,1,1.0,Inverse of 1711th cyclotomic polynomial.
A015721,34,,,,,,0,0,1.0,Composite and even n such that phi(n) * sigma(n) is one less than a square.
A015722,33,,,,,,0,0,1.0,Odd composite n such that phi(n) * sigma(n) is one less than a square.
A015723,34,,,,,,0,0,1.0,Number of parts in all partitions of n into distinct parts.
A015724,34,,,,,,0,0,1.0,"Number of parts in all partitions of all the numbers in {1,2,...,n} into distinct parts."
A015725,34,11.0,,,,,2,1,1.0,Inverse of 1716th cyclotomic polynomial.
A015726,34,6.0,,,,,1,1,1.0,Inverse of 1717th cyclotomic polynomial.
A015727,34,,,,,,0,0,1.0,Numbers n such that phi(n) * sigma(n) + 4 is a perfect square.
A015728,34,,,,,,0,0,1.0,Numbers n such that phi(n) * sigma(n) + 9 is a perfect square.
A015729,34,,,,,,0,0,1.0,Numbers n such that phi(n) * sigma(n) + 16 is a perfect square.
A015730,34,,,,,,0,0,1.0,Numbers n such that tau(sigma(n))= tau(tau(n)).
A015731,34,7.0,,,,,2,1,1.0,Inverse of 1722nd cyclotomic polynomial.
A015732,34,,,,,,0,0,1.0,Even numbers k such that d(k) | phi(k).
A015733,34,,,,,,0,0,1.0,Numbers k such that d(k) does not divide phi(k).
A015734,34,,,,,,0,0,1.0,Odd numbers k such that d(k) does not divide phi(k).
A015736,34,6.0,,,,,1,1,1.0,Inverse of 1727th cyclotomic polynomial.
A015737,34,,,,,,0,0,1.0,Number of 3's in partitions of n into distinct parts.
A015738,34,7.0,,,,,2,1,1.0,Inverse of 1729th cyclotomic polynomial.
A015739,34,,,,,,0,0,1.0,Number of 4's in all the partitions of n into distinct parts.
A015740,34,,,,,,0,0,1.0,Number of 5's in all the partitions of n into distinct parts.
A015741,34,,,,,,0,0,1.0,Number of 6's in all the partitions of n into distinct parts.
A015742,34,6.0,,,,,1,1,1.0,Number of 7's in all the partitions of n into distinct parts.
A015743,34,6.0,,,,,1,1,1.0,Number of 8's in all the partitions of n into distinct parts.
A015744,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 2."
A015745,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 3."
A015746,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 4."
A015747,34,6.0,,,,,1,1,1.0,Inverse of 1738th cyclotomic polynomial.
A015748,34,6.0,1.0,0.0,5.0,16.0,0,0,0.10884353741496598,Inverse of 1739th cyclotomic polynomial.
A015749,34,,,,,,0,0,1.0,Inverse of 1740th cyclotomic polynomial.
A015750,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 5."
A015751,34,6.0,,,,,1,1,1.0,Inverse of 1742nd cyclotomic polynomial.
A015752,34,7.0,,,,,2,1,1.0,Inverse of 1743rd cyclotomic polynomial.
A015753,34,13.0,,,,,2,1,1.0,"Number of partitions of n into distinct parts, none being 6."
A015754,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 7."
A015755,34,,,,,,0,0,1.0,"Number of partitions of n into distinct parts, none being 8."
A015756,34,,,,,,0,0,1.0,"a(n) is the least multiple of n, k*n say, such that phi(k) | sigma(k)."
A015757,34,7.0,2.0,0.0,7.0,20.0,1,0,0.17699115044247787,Inverse of 1748th cyclotomic polynomial.
A015758,34,7.0,,,,,2,1,1.0,Inverse of 1749th cyclotomic polynomial.
A015759,27,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_2(k).
A015760,34,6.0,,,,,1,1,1.0,Inverse of 1751st cyclotomic polynomial.
A015761,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_3(k).
A015763,34,,,,,,0,0,1.0,Numbers k such that phi(k) divides sigma_5(k).
A015764,34,,,,,,0,0,1.0,Numbers n such that phi(n) | sigma_6(n).
A015765,34,,,,,,0,0,1.0,Numbers n such that phi(n) | sigma_7(n).
A015767,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_9(k).
A015768,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_10(k).
A015769,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_11(k).
A015771,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_13(k).
A015772,34,6.0,1.0,0.0,5.0,16.0,0,0,0.10884353741496598,Inverse of 1763rd cyclotomic polynomial.
A015773,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_14(k).
A015774,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma_15(k).
A015776,34,7.0,,,,,2,1,1.0,Inverse of 1767th cyclotomic polynomial.
A015777,34,11.0,4.0,0.0,11.0,30.0,1,0,0.30927835051546393,Inverse of 1768th cyclotomic polynomial.
A015778,34,6.0,,,,,1,1,1.0,Inverse of 1769th cyclotomic polynomial.
A015779,34,,,,,,0,0,1.0,Inverse of 1770th cyclotomic polynomial.
A015780,34,7.0,,,,,2,1,1.0,Inverse of 1771st cyclotomic polynomial.
A015781,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 2 | sigma(k + 2).
A015782,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 3 | sigma(k + 3).
A015783,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 4 | sigma(k + 4).
A015784,34,,,,,,0,0,1.0,Phi(n) + 5 | sigma(n + 5).
A015785,34,,,,,,0,0,1.0,Phi(n) + 6 | sigma(n + 6).
A015787,34,,,,,,0,0,1.0,"Numbers n such that phi(n) + 8 | sigma(n + 8), where phi = A000010 and sigma = A000203."
A015788,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 9 | sigma(k + 9).
A015789,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 10 | sigma(k + 10).
A015790,34,6.0,,,,,1,1,1.0,Inverse of 1781st cyclotomic polynomial.
A015791,34,,,,,,0,0,1.0,a(n) is the smallest integer k such that phi(k) + n | sigma(k + n).
A015793,34,,,,,,0,0,1.0,Numbers n such that phi(n) + 4 divides sigma(n).
A015794,34,,,,,,0,0,1.0,Inverse of 1785th cyclotomic polynomial.
A015795,34,6.0,,,,,1,1,1.0,Inverse of 1786th cyclotomic polynomial.
A015797,34,,,,,,0,0,1.0,Numbers n such that phi(n) + 6 | sigma(n).
A015799,34,,,,,,0,0,1.0,phi(n) + 8 | sigma(n).
A015800,21,,,,,,0,0,1.0,Numbers k such that phi(k) + 9 | sigma(k).
A015801,26,,,,,,0,0,1.0,Numbers k such that phi(k) + 10 | sigma(k).
A015802,34,6.0,,,,,1,1,1.0,Inverse of 1793rd cyclotomic polynomial.
A015803,34,7.0,,,,,2,1,1.0,Inverse of 1794th cyclotomic polynomial.
A015804,21,,,,,,0,0,1.0,Numbers k such that phi(k) + 11 | sigma(k).
A015805,34,,,,,,0,0,1.0,Numbers k such that phi(k) + 12 | sigma(k).
A015806,23,,,,,,0,0,1.0,Numbers k not congruent to 0 (mod 3) such that phi(k) + 4 | sigma(k).
A015807,34,6.0,,,,,1,1,1.0,Inverse of 1798th cyclotomic polynomial.
A015808,34,,,,,,0,0,1.0,k is the first integer such that phi(k) + n | sigma(k).
A015809,34,,,,,,0,0,1.0,Odd numbers k such that phi(k) | sigma_3(k).
A015811,34,6.0,,,,,1,1,1.0,Inverse of 1802nd cyclotomic polynomial.
A015812,34,,,,,,0,0,1.0,Composite numbers k such that phi(k) + 2 | sigma(k).
A015813,34,7.0,,,,,2,1,1.0,Inverse of 1804th cyclotomic polynomial.
A015814,34,,,,,,0,0,1.0,Numbers k such that phi(k + 1) divides sigma(k).
A015815,34,7.0,,,,,2,1,1.0,Inverse of 1806th cyclotomic polynomial.
A015816,34,6.0,,,,,1,1,1.0,Inverse of 1807th cyclotomic polynomial.
A015817,34,,,,,,0,0,1.0,Numbers n such that phi(n + 1) | sigma(n) for n congruent to 1 (mod 3).
A015818,34,11.0,,,,,2,1,1.0,Number of solutions of +- 1 +- 2 +- ... +- (n-1) +- n = 0 in which the partial sums +- 1 +- ... +- k (1<=k<=n) are all distinct.
A015819,34,,,,,,0,0,1.0,Numbers k such that phi(k + 3) | sigma(k).
A015820,34,,,,,,0,0,1.0,Numbers k such that phi(k + 4) | sigma(k).
A015821,34,,,,,,0,0,1.0,Numbers k such that phi(k + 5) | sigma(k).
A015822,34,,,,,,0,0,1.0,Numbers k such that phi(k + 6) | sigma(k).
A015823,34,,,,,,0,0,1.0,Numbers k such that phi(k + 7) | sigma(k).
A015824,34,6.0,,,,,1,1,1.0,Inverse of 1815th cyclotomic polynomial.
A015825,34,,,,,,0,0,1.0,Numbers k such that phi(k + 8) | sigma(k).
A015826,34,6.0,,,,,1,1,1.0,Inverse of 1817th cyclotomic polynomial.
A015827,34,,,,,,0,0,1.0,Numbers k such that phi(k + 9) | sigma(k).
A015828,34,6.0,,,,,1,1,1.0,Inverse of 1819th cyclotomic polynomial.
A015829,34,9.0,,,,,2,1,1.0,Inverse of 1820th cyclotomic polynomial.
A015830,34,,,,,,0,0,1.0,Numbers k such that phi(k + 10) | sigma(k).
A015831,34,,,,,,0,0,1.0,Numbers k such that phi(k + 11) | sigma(k).
A015832,34,,,,,,0,0,1.0,Numbers k such that phi(k + 12) | sigma(k).
A015833,34,,,,,,0,0,1.0,Numbers k such that phi(k + 13) | sigma(k).
A015834,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 1).
A015835,34,6.0,,,,,1,1,1.0,Inverse of 1826th cyclotomic polynomial.
A015836,34,15.0,,,,,2,1,1.0,Inverse of 1827th cyclotomic polynomial.
A015837,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 2).
A015838,34,6.0,,,,,1,1,1.0,Inverse of 1829th cyclotomic polynomial.
A015839,34,,,,,,0,0,1.0,Inverse of 1830th cyclotomic polynomial.
A015840,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 3).
A015841,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k+4).
A015842,34,7.0,,,,,2,1,1.0,Inverse of 1833rd cyclotomic polynomial.
A015843,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 5).
A015844,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 6).
A015845,34,7.0,,,,,2,1,1.0,Numbers k such that phi(k) | sigma(k + 7).
A015846,34,6.0,,,,,1,1,1.0,Inverse of 1837th cyclotomic polynomial.
A015847,34,,,,,,0,0,1.0,Numbers k such that phi(k + 4) | sigma(k) for k not congruent to 0 (mod 3).
A015848,34,,,,,,0,0,1.0,Numbers k such that phi(k + 7) | sigma(k) for k not congruent to 0 (mod 3).
A015849,34,,,,,,0,0,1.0,Numbers n such that phi(n + 9) | sigma(n) for n not congruent to 0 (mod 3).
A015850,34,,,,,,0,0,1.0,Numbers k such that phi(k + 12) | sigma(k) for k not congruent to 0 (mod 3).
A015851,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 8).
A015852,34,6.0,,,,,1,1,1.0,Inverse of 1843rd cyclotomic polynomial.
A015853,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 9).
A015854,34,15.0,,,,,2,1,1.0,Inverse of 1845th cyclotomic polynomial.
A015855,34,6.0,,,,,1,1,1.0,Inverse of 1846th cyclotomic polynomial.
A015856,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 10).
A015857,34,,,,,,0,0,1.0,Inverse of 1848th cyclotomic polynomial.
A015858,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 11).
A015859,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 12).
A015860,34,,,,,,0,0,1.0,Numbers k such that phi(k) | sigma(k + 13).
A015861,27,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+3).
A015862,34,6.0,,,,,1,1,1.0,Inverse of 1853rd cyclotomic polynomial.
A015863,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+4).
A015864,34,,,,,,0,0,1.0,Inverse of 1855th cyclotomic polynomial.
A015865,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+5).
A015866,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+6).
A015867,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+7).
A015868,34,6.0,,,,,1,1,1.0,Inverse of 1859th cyclotomic polynomial.
A015869,34,,,,,,0,0,1.0,Inverse of 1860th cyclotomic polynomial.
A015873,21,,,,,,0,0,1.0,Numbers k such that phi(k + 8) | sigma(k) + 8.
A015875,34,,,,,,0,0,1.0,Numbers k such that phi(k + 12) | sigma(k) + 12.
A015876,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+8).
A015877,27,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+9).
A015878,34,7.0,,,,,2,1,1.0,Inverse of 1869th cyclotomic polynomial.
A015879,34,11.0,,,,,2,1,1.0,Inverse of 1870th cyclotomic polynomial.
A015880,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+10).
A015881,33,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+11).
A015882,34,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+12).
A015883,31,,,,,,0,0,1.0,Numbers k such that sigma(k) = sigma(k+13).
A015884,22,,,,,,0,0,1.0,A modified Pierce-type expansion for Pi: Pi = a(0) + Sum_{n>=1} (-1)^floor(n/2)/(Product_{i=1..n} a(i)).
A015885,34,7.0,,,,,2,1,1.0,Inverse of 1876th cyclotomic polynomial.
A015886,23,,,,,,0,0,1.0,"a(n) = smallest number k such that sigma(k + n) = sigma(k) + n, or -1 if no such number exists."
A015887,25,,,,,,0,0,1.0,Erroneous version of A007015.
A015888,34,,,,,,0,0,1.0,Numbers k such that k | (3^k + 3).
A015889,34,,,,,,0,0,1.0,Numbers k that divide 4^k + 4.
A015890,34,15.0,,,,,2,1,1.0,Inverse of 1881st cyclotomic polynomial.
A015891,30,,,,,,0,0,1.0,Numbers k such that k | 5^k + 5.
A015892,34,,,,,,0,0,1.0,Numbers k such that k | 6^k + 6.
A015893,34,,,,,,0,0,1.0,Numbers k such that k | 7^k + 7.
A015894,34,11.0,,,,,3,2,1.0,Inverse of 1885th cyclotomic polynomial.
A015895,34,6.0,,,,,1,1,1.0,Inverse of 1886th cyclotomic polynomial.
A015896,34,7.0,,,,,2,1,1.0,Inverse of 1887th cyclotomic polynomial.
A015897,34,,,,,,0,0,1.0,Numbers k such that k | 8^k + 8.
A015898,30,,,,,,0,0,1.0,Numbers k such that k | 9^k + 9.
A015899,34,6.0,,,,,1,1,1.0,Inverse of 1890th cyclotomic polynomial.
A015900,34,6.0,,,,,1,1,1.0,Inverse of 1891st cyclotomic polynomial.
A015901,34,7.0,,,,,2,1,1.0,Inverse of 1892nd cyclotomic polynomial.
A015902,34,,,,,,0,0,1.0,Numbers k such that k | 10^k + 10.
A015903,34,,,,,,0,0,1.0,Numbers n such that n | 11^n + 11.
A015904,34,,,,,,0,0,1.0,Numbers k such that k | 12^k + 12.
A015905,34,,,,,,0,0,1.0,Numbers k such that k | 13^k + 13.
A015906,34,,,,,,0,0,1.0,First k>n such that k | n^k + n.
A015907,34,6.0,,,,,1,1,1.0,Inverse of 1898th cyclotomic polynomial.
A015908,34,,,,,,0,0,1.0,"Smallest odd k>n such that k | n^k + n, or 0 if n=2^m."
A015909,34,,,,,,0,0,1.0,a(n) = smallest k >= 1 such that n divides k^n + k.
A015910,34,,,,,,0,0,1.0,a(n) = 2^n mod n.
A015911,34,,,,,,0,0,1.0,Numbers k such that 2^k mod k is odd.
A015912,34,6.0,,,,,1,1,1.0,Inverse of 1903rd cyclotomic polynomial.
A015913,34,,,,,,0,0,1.0,Numbers k such that sigma(k) + 4 = sigma(k+4).
A015914,34,,,,,,0,0,1.0,Numbers k such that sigma(k) + 6 = sigma(k+6).
A015915,34,,,,,,0,0,1.0,Numbers k such that sigma(k) + 8 = sigma(k+8).
A015916,34,,,,,,0,0,1.0,Numbers k such that sigma(k) + 10 = sigma(k+10).
A015917,34,,,,,,0,0,1.0,Numbers k such that sigma(k) + 12 = sigma(k+12).
A015918,34,6.0,,,,,1,1,1.0,Inverse of 1909th cyclotomic polynomial.
A015919,34,,,,,,0,0,1.0,Positive integers k such that 2^k == 2 (mod k).
A015920,34,6.0,,,,,1,1,1.0,Inverse of 1911th cyclotomic polynomial.
A015921,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 4 (mod n).
A015922,34,,,,,,0,0,1.0,Numbers k such that 2^k == 8 (mod k).
A015923,34,7.0,,,,,2,1,1.0,Inverse of 1914th cyclotomic polynomial.
A015924,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 16 (mod n).
A015925,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^5 (mod n).
A015926,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^6 (mod n).
A015927,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^7 (mod n).
A015928,34,6.0,,,,,1,1,1.0,Inverse of 1919th cyclotomic polynomial.
A015929,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^8 (mod n).
A015930,34,6.0,,,,,1,1,1.0,Inverse of 1921st cyclotomic polynomial.
A015931,34,,,,,,0,0,1.0,Positive integers n such that 2^n (mod n) == 2^9 (mod n).
A015932,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^10 (mod n).
A015933,34,7.0,,,,,2,1,1.0,Inverse of 1924th cyclotomic polynomial.
A015934,34,15.0,,,,,2,1,1.0,Inverse of 1925th cyclotomic polynomial.
A015935,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^11 (mod n).
A015936,34,6.0,1.0,0.0,5.0,16.0,0,0,0.10884353741496598,Inverse of 1927th cyclotomic polynomial.
A015937,34,,,,,,0,0,1.0,Positive integers n such that 2^n == 2^12 (mod n).
A015938,30,,,,,,0,0,1.0,Smallest k>2^n such that 2^k == 2^n (mod k).
A015939,34,,,,,,0,0,1.0,A015938(n)-2^n.
A015941,34,11.0,,,,,2,1,1.0,Inverse of 1932nd cyclotomic polynomial.
A015942,34,,,,,,0,0,1.0,Positive integers n such that n | (2^n + n/2 - 1).
A015943,34,,,,,,0,0,1.0,a(n) = (2^(2*n)+n) mod (2*n).
A015944,34,15.0,,,,,2,1,1.0,Inverse of 1935th cyclotomic polynomial.
A015945,34,,,,,,0,0,1.0,Positive integers n such that n | (2^n + n/2 + 1).
A015946,34,6.0,,,,,1,1,1.0,Inverse of 1937th cyclotomic polynomial.
A015947,34,7.0,,,,,2,1,1.0,Inverse of 1938th cyclotomic polynomial.
A015948,34,,,,,,0,0,1.0,a(n) = smallest k >= n such that k | (2^k + n).
A015949,31,,,,,,0,0,1.0,Numbers k such that k | 3^k + 1.
A015950,33,,,,,,0,0,1.0,Numbers k such that k | 4^k + 1.
A015951,34,,,,,,0,0,1.0,Numbers k such that k | 5^k + 1.
A015952,34,6.0,,,,,1,1,1.0,Inverse of 1943rd cyclotomic polynomial.
A015953,34,,,,,,0,0,1.0,Numbers k such that k | 6^k + 1.
A015954,34,,,,,,0,0,1.0,Numbers k such that k | 7^k + 1.
A015955,34,,,,,,0,0,1.0,Numbers k such that k | 8^k + 1.
A015956,34,7.0,,,,,2,1,1.0,Inverse of 1947th cyclotomic polynomial.
A015957,34,,,,,,0,0,1.0,Numbers k such that k | 9^k + 1.
A015958,34,,,,,,0,0,1.0,Numbers k such that k | 10^k + 1.
A015959,34,15.0,,,,,2,1,1.0,Inverse of 1950th cyclotomic polynomial.
A015960,34,,,,,,0,0,1.0,Numbers k such that k | 11^k + 1.
A015961,30,,,,,,0,0,1.0,Positive integers k such that k | (12^k + 1).
A015962,34,15.0,,,,,2,1,1.0,Inverse of 1953rd cyclotomic polynomial.
A015963,34,,,,,,0,0,1.0,Numbers k such that k | 13^k + 1.
A015964,34,11.0,,,,,3,2,1.0,Inverse of 1955th cyclotomic polynomial.
A015965,34,,,,,,0,0,1.0,Numbers k such that k | 14^k + 1.
A015966,34,6.0,,,,,1,1,1.0,Inverse of 1957th cyclotomic polynomial.
A015967,34,6.0,,,,,1,1,1.0,Inverse of 1958th cyclotomic polynomial.
A015969,25,6.0,,,,,1,1,1.0,Numbers k that divide 16^k + 1.
A015970,34,6.0,1.0,0.0,5.0,16.0,0,0,0.10884353741496598,Inverse of 1961st cyclotomic polynomial.
A015971,34,,,,,,0,0,1.0,k is the first integer such that phi(k + n) | sigma(k).
A015972,34,6.0,,,,,1,1,1.0,Inverse of 1963rd cyclotomic polynomial.
A015974,28,,,,,,0,0,1.0,"Numbers k that divide 4^k + 1, k not a power of 5."
A015975,34,,,,,,0,0,1.0,"First k>n, not a power of n+1 or one of its prime factors, such that k | n^k + 1."
A015976,34,,,,,,0,0,1.0,One iteration of Reverse and Add is needed to reach a palindrome.
A015977,34,,,,,,0,0,1.0,Two iterations of Reverse and Add are needed to reach a palindrome.
A015978,34,6.0,,,,,1,1,1.0,Inverse of 1969th cyclotomic polynomial.
A015979,34,,,,,,0,0,1.0,Three iterations of Reverse and Add are needed to reach a palindrome.
A015980,34,,,,,,0,0,1.0,Four iterations of Reverse and Add are needed to reach a palindrome.
A015981,34,7.0,2.0,0.0,7.0,20.0,1,0,0.17699115044247787,Inverse of 1972nd cyclotomic polynomial.
A015982,34,11.0,,,,,2,1,1.0,Five iterations of Reverse and Add are needed to reach a palindrome.
A015983,34,7.0,,,,,2,1,1.0,Inverse of 1974th cyclotomic polynomial.
A015984,34,,,,,,0,0,1.0,Six iterations of Reverse and Add are needed to reach a palindrome.
A015985,34,11.0,4.0,0.0,11.0,30.0,1,0,0.30927835051546393,Inverse of 1976th cyclotomic polynomial.
A015986,34,13.0,,,,,2,1,1.0,Seven iterations of Reverse and Add are needed to reach a palindrome.
A015987,34,6.0,,,,,1,1,1.0,Inverse of 1978th cyclotomic polynomial.
A015988,34,7.0,,,,,2,1,1.0,Eight iterations of Reverse and Add are needed to reach a palindrome.
A015989,34,6.0,,,,,1,1,1.0,Inverse of 1980th cyclotomic polynomial.
A015990,34,7.0,,,,,2,1,1.0,Nine iterations of Reverse and Add are needed to reach a palindrome.
A015991,34,11.0,,,,,2,1,1.0,Numbers such that ten iterations of Reverse and Add are needed to reach a palindrome.
A015992,34,7.0,,,,,2,1,1.0,Eleven iterations of Reverse and Add are needed to reach a palindrome.
A015993,34,7.0,,,,,2,1,1.0,Twelve iterations of Reverse and Add are needed to reach a palindrome.
A015994,34,,,,,,0,0,1.0,Smallest k such that the smallest palindrome > k in the Reverse and Add! trajectory of k is reached after exactly n iterations.
A015995,34,,,,,,0,0,1.0,a(n) = (tau(n^3)+2)/3.
A015996,34,,,,,,0,0,1.0,"(tau(n^4) + 3)/4, where tau = A000005."
A015997,34,7.0,,,,,2,1,1.0,Inverse of 1988th cyclotomic polynomial.
A015998,34,15.0,6.0,0.0,15.0,42.0,1,0,0.4421052631578947,Inverse of 1989th cyclotomic polynomial.
A015999,34,,,,,,0,0,1.0,a(n) = (tau(n^5) + 4)/5.
A016000,34,6.0,,,,,1,1,1.0,Inverse of 1991st cyclotomic polynomial.
A016001,34,,,,,,0,0,1.0,a(n) = (tau(n^6)+5)/6.
A016002,34,,,,,,0,0,1.0,a(n) = (tau(n^7)+6)/7.
A016003,34,,,,,,0,0,1.0,a(n) = (tau(n^8)+7)/8.
A016004,34,,,,,,0,0,1.0,Inverse of 1995th cyclotomic polynomial.
A016005,34,,,,,,0,0,1.0,a(n) = (tau(n^9)+8)/9.
A016006,34,,,,,,0,0,1.0,a(n) = (tau(n^10)+9)/10.
A016007,34,,,,,,0,0,1.0,a(n) = (tau(n^11)+10)/11.
A016008,34,,,,,,0,0,1.0,a(n) = (tau(n^12)+11)/12.
A016009,34,,,,,,0,0,1.0,a(n) = (tau(n^13)+12)/13.
A016010,34,7.0,,,,,2,1,1.0,Inverse of 2001st cyclotomic polynomial.
A016011,34,7.0,,,,,2,1,1.0,Inverse of 2002nd cyclotomic polynomial.
A016012,34,,,,,,0,0,1.0,a(n) = (tau(n^n)+n-1)/n.
A016013,23,,,,,,0,0,1.0,Probably an erroneous version of A016017.
A016014,34,11.0,,,,,2,1,1.0,Least k such that 2*n*k + 1 is a prime.
A016015,34,6.0,,,,,1,1,1.0,Inverse of 2006th cyclotomic polynomial.
A016016,34,,,,,,0,0,1.0,"Number of iterations of Reverse and Add which lead to a palindrome, or -1 if no palindrome is ever reached."
A016017,34,,,,,,0,0,1.0,Smallest k such that 1/k can be written as a sum of exactly 2 unit fractions in n ways.
A016018,34,,,,,,0,0,1.0,Least k such that (tau(k^3)+2)/3=n.
A016019,34,,,,,,0,0,1.0,Inverse of 2010th cyclotomic polynomial.
A016020,34,6.0,,,,,1,1,1.0,Least k such that (tau(k^4)+3)/4=n.
A016021,24,,,,,,0,0,1.0,"Number of permutations of {1,2,...,n} in which each element follows its proper divisors."
A016022,34,7.0,,,,,2,1,1.0,Inverse of 2013th cyclotomic polynomial.
A016023,34,6.0,,,,,1,1,1.0,Inverse of 2014th cyclotomic polynomial.
A016024,34,11.0,,,,,3,2,1.0,Inverse of 2015th cyclotomic polynomial.
A016025,34,6.0,,,,,1,1,1.0,Least k such that (tau(k^k)+k-1)/k=n.
A016026,34,,,,,,0,0,1.0,Smallest base relative to which n is palindromic.
A016027,34,,,,,,0,0,1.0,Indices of prime Mersenne numbers (A001348).
A016028,34,13.0,5.0,0.0,13.0,56.0,1,0,0.11991434689507495,Expansion of (1 - x + x^4) / (1 - x)^3.
