anum,n_terms,n_d,order,degree,n_id,L_H,n_revisions,n_struct_rev,final_lambda,name
A025224,30,,,,,,0,0,1.0,a(n) = floor(Sum_{k=1..n} sqrt(k)).
A025243,30,19.0,5.0,1.0,19.0,82.0,1,0,0.08274470232088799,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 2, 1, 1."
A025244,30,19.0,5.0,1.0,19.0,86.0,1,0,0.08213944603629417,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 1, 2, 2."
A025246,30,16.0,4.0,1.0,16.0,66.0,1,0,0.09205020920502092,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 0, 1, 1."
A025247,30,16.0,4.0,1.0,16.0,74.0,1,0,0.06807727690892364,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 2, 0, 1, 2."
A025248,30,16.0,4.0,1.0,16.0,70.0,1,0,0.07551240560949299,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 0, 2, 2."
A025249,30,13.0,3.0,1.0,13.0,74.0,1,0,0.06820276497695853,"a(n) = (1/2)*s(n+3), where s = A025248."
A025250,30,19.0,5.0,1.0,19.0,70.0,1,0,0.1348747591522158,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 0, 1, 1, 0."
A025251,30,19.0,5.0,1.0,19.0,74.0,1,0,0.10150891632373114,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 0, 1, 2, 0."
A025252,30,16.0,4.0,1.0,16.0,76.0,1,0,0.09058402860548272,"a(n) = (1/2)*s(n+3), where s = A025251."
A025253,30,19.0,5.0,1.0,19.0,76.0,1,0,0.11127379209370425,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 0, 2, 1, 0."
A025255,30,19.0,5.0,1.0,19.0,94.0,1,0,0.08647654093836246,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 3, 1, 1."
A025256,30,19.0,5.0,1.0,19.0,94.0,1,0,0.08068669527896996,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, 1, 3, 3."
A025258,30,19.0,5.0,1.0,19.0,86.0,1,0,0.1744421906693712,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 1, -1, 1, 1."
A025259,30,19.0,5.0,1.0,19.0,98.0,1,0,0.10155440414507771,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 2, -1, 1, 2."
A025260,30,19.0,5.0,1.0,19.0,102.0,1,0,0.13060179257362356,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-3)*a(3) for n >= 4, with initial terms 2, -2, 1, 2."
A025265,30,13.0,3.0,1.0,13.0,64.0,1,0,0.05887764489420423,a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-1)*a(1) for n >= 4.
A025266,30,13.0,3.0,1.0,13.0,60.0,1,0,0.05420054200542006,a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-1)*a(1) for n >= 4.
A025267,30,13.0,3.0,1.0,13.0,74.0,1,0,0.08213096559378469,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 4, with initial terms 1,-1,1."
A025273,30,16.0,4.0,1.0,16.0,82.0,1,0,0.08224674022066199,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, starting 1,0,1,1."
A025274,30,16.0,4.0,1.0,16.0,76.0,1,0,0.0679177837354781,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, starting 1,1,1,0."
A025275,30,16.0,4.0,1.0,16.0,84.0,1,0,0.10619469026548672,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, with initial values 1,0,1,0."
A025276,30,16.0,4.0,1.0,16.0,74.0,1,0,0.08194905869324474,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ... + a(n-1)*a(1) for n >= 5, with a(1) = 1, a(2) = a(3) = 0, a(4) = 1."
A025277,30,16.0,4.0,1.0,16.0,60.0,1,0,0.13245033112582782,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, with initial values 0,0,1,1."
A025278,30,16.0,4.0,1.0,16.0,96.0,1,0,0.1955193482688391,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, with initial values 1,-1,1,1."
A025279,30,16.0,4.0,1.0,16.0,86.0,1,0,0.10552147239263804,"a(n) = a(1)*a(n-1) + a(2)*a(n-2) + ...+ a(n-1)*a(1) for n >= 5, starting 1,0,-1,1."
A025280,30,,,,,,0,0,1.0,"Complexity of n: number of 1's required to build n using +, *, and ^."
A025281,30,,,,,,0,0,1.0,"a(n) = sopfr(n!), where sopfr = A001414 is the integer log."
A025283,30,,,,,,0,0,1.0,Composites that use the same digits as their prime factorization.
A025284,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 1 way.
A025285,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 2 ways.
A025286,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 3 ways.
A025287,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 4 ways.
A025288,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 5 ways.
A025289,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 6 ways.
A025291,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 8 ways.
A025292,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 9 ways.
A025293,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in exactly 10 ways.
A025294,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 3 or more ways.
A025295,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 4 or more ways.
A025296,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 5 or more ways.
A025297,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 6 or more ways.
A025298,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 7 or more ways.
A025299,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 8 or more ways.
A025300,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 9 or more ways.
A025301,30,,,,,,0,0,1.0,Numbers that are the sum of 2 nonzero squares in 10 or more ways.
A025302,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 1 way.
A025303,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 2 ways.
A025304,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 3 ways.
A025305,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 4 ways.
A025306,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 5 ways.
A025307,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 6 ways.
A025309,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 8 ways.
A025310,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 9 ways.
A025311,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in exactly 10 ways.
A025313,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 3 or more ways.
A025314,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 4 or more ways.
A025315,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 5 or more ways.
A025316,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 6 or more ways.
A025317,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 7 or more ways.
A025318,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 8 or more ways.
A025319,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 9 or more ways.
A025320,30,,,,,,0,0,1.0,Numbers that are the sum of 2 distinct nonzero squares in 10 or more ways.
A025321,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 1 way.
A025322,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 2 ways.
A025323,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 3 ways.
A025324,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 4 ways.
A025325,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 5 ways.
A025326,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 6 ways.
A025327,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 7 ways.
A025328,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 8 ways.
A025329,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 9 ways.
A025330,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in exactly 10 ways.
A025331,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 3 or more ways.
A025332,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 4 or more ways.
A025333,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 5 or more ways.
A025334,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 6 or more ways.
A025335,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 7 or more ways.
A025336,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 8 or more ways.
A025337,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 9 or more ways.
A025338,30,,,,,,0,0,1.0,Numbers that are the sum of 3 nonzero squares in 10 or more ways.
A025339,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly one way.
A025340,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 2 ways.
A025341,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 3 ways.
A025342,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 4 ways.
A025343,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 5 ways.
A025344,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 6 ways.
A025345,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 7 ways.
A025346,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 8 ways.
A025347,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 9 ways.
A025348,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in exactly 10 ways.
A025349,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 3 or more ways.
A025350,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 4 or more ways.
A025351,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 5 or more ways.
A025352,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 6 or more ways.
A025353,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 7 or more ways.
A025354,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 8 or more ways.
A025355,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 9 or more ways.
A025356,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct nonzero squares in 10 or more ways.
A025357,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 1 way.
A025358,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 2 ways.
A025359,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 3 ways.
A025360,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 4 ways.
A025361,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 5 ways.
A025362,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 6 ways.
A025363,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 7 ways.
A025364,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 8 ways.
A025365,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 9 ways.
A025366,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in exactly 10 ways.
A025367,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 2 or more ways.
A025368,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 3 or more ways.
A025369,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 4 or more ways.
A025370,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 5 or more ways.
A025371,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 6 or more ways.
A025372,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 7 or more ways.
A025373,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 8 or more ways.
A025374,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 9 or more ways.
A025375,30,,,,,,0,0,1.0,Numbers that are the sum of 4 nonzero squares in 10 or more ways.
A025376,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 1 way.
A025377,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 2 ways.
A025378,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 3 ways.
A025379,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 4 ways.
A025380,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 5 ways.
A025381,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 6 ways.
A025382,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 7 ways.
A025383,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 8 ways.
A025384,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 9 ways.
A025385,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in exactly 10 ways.
A025386,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 2 or more ways.
A025387,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 3 or more ways.
A025388,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 4 or more ways.
A025389,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 5 or more ways.
A025390,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 6 or more ways.
A025391,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 7 or more ways.
A025392,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 8 or more ways.
A025393,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 9 or more ways.
A025394,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct nonzero squares in 10 or more ways.
A025395,30,,,,,,0,0,1.0,Numbers that are the sum of 3 positive cubes in exactly 1 way.
A025396,30,,,,,,0,0,1.0,Numbers that are the sum of 3 positive cubes in exactly 2 ways.
A025397,30,,,,,,0,0,1.0,Numbers that are the sum of 3 positive cubes in exactly 3 ways.
A025398,30,,,,,,0,0,1.0,Numbers that are the sum of 3 positive cubes in 3 or more ways.
A025399,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct positive cubes in exactly 1 way.
A025400,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct positive cubes in exactly 2 ways.
A025401,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct positive cubes in exactly 3 ways.
A025402,30,,,,,,0,0,1.0,Numbers that are the sum of 3 distinct positive cubes in 3 or more ways.
A025403,30,,,,,,0,0,1.0,Numbers that are the sum of 4 positive cubes in exactly 1 way.
A025404,30,,,,,,0,0,1.0,Numbers that are the sum of 4 positive cubes in exactly 2 ways.
A025405,30,,,,,,0,0,1.0,Numbers that are the sum of 4 positive cubes in exactly 3 ways.
A025406,30,,,,,,0,0,1.0,Numbers that are the sum of 4 positive cubes in 2 or more ways.
A025407,30,,,,,,0,0,1.0,Numbers that are the sum of 4 positive cubes in 3 or more ways.
A025408,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes in exactly 1 way.
A025409,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes in exactly 2 ways.
A025410,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes in exactly 3 ways.
A025411,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes.
A025412,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes in 2 or more ways.
A025413,30,,,,,,0,0,1.0,Numbers that are the sum of 4 distinct positive cubes in 3 or more ways.
A025414,30,,,,,,0,0,1.0,a(n) is the smallest number that is the sum of 3 nonzero squares in exactly n ways.
A025415,30,,,,,,0,0,1.0,Least sum of 3 distinct nonzero squares in exactly n ways.
A025416,30,,,,,,0,0,1.0,Least sum of 4 nonzero squares in exactly n ways.
A025417,30,,,,,,0,0,1.0,Least sum of 4 distinct nonzero squares in exactly n ways.
A025418,30,,,,,,0,0,1.0,Least sum of 3 positive cubes in exactly n ways.
A025419,30,,,,,,0,0,1.0,Least sum of 3 distinct positive cubes in exactly n ways.
A025420,30,,,,,,0,0,1.0,Least sum of 4 positive cubes in exactly n ways.
A025421,30,,,,,,0,0,1.0,Least sum of 4 distinct positive cubes in exactly n ways.
A025422,30,,,,,,0,0,1.0,Number of partitions of n into 7 squares.
A025423,30,,,,,,0,0,1.0,Number of partitions of n into 8 squares.
A025424,30,,,,,,0,0,1.0,Number of partitions of n into 9 squares.
A025425,30,,,,,,0,0,1.0,Number of partitions of n into 10 squares.
A025426,30,9.0,,,,,2,1,1.0,Number of partitions of n into 2 nonzero squares.
A025427,30,11.0,,,,,2,1,1.0,Number of partitions of n into 3 nonzero squares.
A025428,30,,,,,,0,0,1.0,Number of partitions of n into 4 nonzero squares.
A025429,30,,,,,,0,0,1.0,Number of partitions of n into 5 nonzero squares.
A025430,30,6.0,,,,,1,1,1.0,Number of partitions of n into 6 nonzero squares.
A025431,30,6.0,,,,,1,1,1.0,Number of partitions of n into 7 nonzero squares.
A025432,30,6.0,,,,,1,1,1.0,Number of partitions of n into 8 nonzero squares.
A025433,30,6.0,,,,,1,1,1.0,Number of partitions of n into 9 nonzero squares.
A025434,30,6.0,,,,,1,1,1.0,Number of partitions of n into 10 nonzero squares.
A025435,30,,,,,,0,0,1.0,Number of partitions of n into 2 distinct squares.
A025436,30,,,,,,0,0,1.0,Number of partitions of n into 3 distinct squares.
A025437,30,6.0,,,,,1,1,1.0,Number of partitions of n into 4 distinct squares.
A025438,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 5 distinct squares.
A025439,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 6 distinct squares.
A025441,30,,,,,,0,0,1.0,Number of partitions of n into 2 distinct nonzero squares.
A025442,30,6.0,,,,,1,1,1.0,Number of partitions of n into 3 distinct nonzero squares.
A025443,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 4 distinct nonzero squares.
A025444,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 5 distinct nonzero squares.
A025446,30,,,,,,0,0,1.0,Number of partitions of n into 2 nonnegative cubes.
A025447,30,,,,,,0,0,1.0,Number of partitions of n into 3 nonnegative cubes.
A025448,30,,,,,,0,0,1.0,Number of partitions of n into 4 nonnegative cubes.
A025449,30,6.0,,,,,1,1,1.0,Number of partitions of n into 5 nonnegative cubes.
A025450,30,6.0,,,,,1,1,1.0,Number of partitions of n into 6 nonnegative cubes.
A025451,30,6.0,,,,,1,1,1.0,Number of partitions of n into 7 nonnegative cubes.
A025452,30,6.0,,,,,1,1,1.0,Number of partitions of n into 8 nonnegative cubes.
A025453,30,6.0,,,,,1,1,1.0,Number of partitions of n into 9 nonnegative cubes.
A025454,30,6.0,,,,,1,1,1.0,Number of partitions of n into 10 nonnegative cubes.
A025455,30,9.0,,,,,2,1,1.0,a(n) is the number of partitions of n into 2 positive cubes.
A025456,30,,,,,,0,0,1.0,Number of partitions of n into 3 positive cubes.
A025457,30,,,,,,0,0,1.0,Number of partitions of n into 4 positive cubes.
A025458,30,,,,,,0,0,1.0,Number of partitions of n into 5 positive cubes.
A025459,30,6.0,,,,,1,1,1.0,Number of partitions of n into 6 positive cubes.
A025460,30,6.0,,,,,1,1,1.0,Number of partitions of n into 7 positive cubes.
A025461,30,6.0,,,,,1,1,1.0,Number of partitions of n into 8 positive cubes.
A025462,30,6.0,,,,,1,1,1.0,Number of partitions of n into 9 positive cubes.
A025463,30,6.0,,,,,1,1,1.0,Number of partitions of n into 10 positive cubes.
A025464,30,7.0,,,,,2,1,1.0,Number of partitions of n into 2 distinct nonnegative cubes.
A025465,30,6.0,,,,,1,1,1.0,Number of partitions of n into 3 distinct nonnegative cubes.
A025466,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 4 distinct nonnegative cubes.
A025468,30,6.0,,,,,1,1,1.0,a(n) is the number of partitions of n into 2 distinct positive cubes.
A025469,30,6.0,1.0,0.0,5.0,12.0,0,0,0.17391304347826086,Number of partitions of n into 3 distinct positive cubes.
A025473,30,,,,,,0,0,1.0,"a(1) = 1; for n > 1, a(n) = prime root of n-th prime power (A000961)."
A025474,30,,,,,,0,0,1.0,Exponent of the n-th prime power A000961(n).
A025475,30,,,,,,0,0,1.0,"1 and the prime powers p^m where m >= 2, thus excluding the primes."
A025476,30,,,,,,0,0,1.0,"Prime root of n-th nontrivial prime power (A025475, A246547)."
A025477,30,,,,,,0,0,1.0,a(n) = exponent of the n-th nontrivial prime power A025475(n).
A025478,30,,,,,,0,0,1.0,Least roots of perfect powers (A001597).
A025479,30,,,,,,0,0,1.0,Largest exponents of perfect powers (A001597).
A025480,30,,,,,,0,0,1.0,"a(2n) = n, a(2n+1) = a(n)."
A025481,30,,,,,,0,0,1.0,a(0) = 0; a(n) = a(n/2)/2 if n = a(n/2) = 0 (mod 2); a(n) = a(n-1)+1 otherwise.
A025482,30,7.0,,,,,2,1,1.0,a(0) = 0; a(n) = a(n/3)/3 if n = a(n/3) = 0 (mod 3); a(n) = a(n-1)+1 otherwise.
A025483,30,7.0,,,,,2,1,1.0,a(0) = 0; a(n) = a(n/4)/4 if n = a(n/4) = 0 (mod 4); a(n) = a(n-1)+1 otherwise.
A025484,30,7.0,,,,,2,1,1.0,a(0) = 0; a(n) = a(n/5)/5 if n = a(n/5) = 0 (mod 5); a(n) = a(n-1)+1 otherwise.
A025485,30,,,,,,0,0,1.0,Number of iterations of function f(k) = ceiling(sqrt(k))^2 - k on n required to force n <= 2.
A025487,30,,,,,,0,0,1.0,Least integer of each prime signature A124832; also products of primorial numbers A002110.
A025488,30,,,,,,0,0,1.0,Number of distinct prime signatures of the positive integers up to 2^n.
A025490,30,,,,,,0,0,1.0,Numbers k such that the sum of the digits of Fibonacci(k) in base 11 is k.
A025491,30,,,,,,0,0,1.0,"In base 11, a(n) = sum of digits of Lucas(a(n))."
A025492,30,,,,,,0,0,1.0,Fixed point reached by iterating the Kempner function A002034 starting at n.
A025495,30,22.0,5.0,1.0,19.0,448.0,1,0,0.6390870185449358,Probable extension of A013704.
A025496,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 4^n.
A025497,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 5^n.
A025498,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 6^n.
A025499,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 7^n.
A025500,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 8^n.
A025501,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 9^n.
A025502,30,,,,,,0,0,1.0,Number of terms in Zeckendorf representation of 10^n.
A025503,30,,,,,,0,0,1.0,Least k such that the first k terms of the Kolakoski sequence (A000002) contain n more 2's than 1's.
A025504,30,,,,,,0,0,1.0,Least k>1 such that reverse complement of first n terms of Kolakoski sequence (A000002) repeats beginning at k-th term.
A025505,30,,,,,,0,0,1.0,Index of n-th 2 in A006928.
A025506,30,,,,,,0,0,1.0,Least k such that first k terms of A006928 contain n more 1's than 2's.
A025507,30,,,,,,0,0,1.0,Least k such that the first k terms of A006928 contain n more 2's than 1's.
A025508,30,,,,,,0,0,1.0,Least k>1 such that first n terms of A006928 repeat beginning at k-th term.
A025509,30,,,,,,0,0,1.0,Least k>1 such that reverse of first n terms of A006928 repeats beginning at k-th term.
A025510,30,19.0,,,,,2,1,1.0,Least k>1 such that complement of first n terms of A006928 repeats beginning at k-th term.
A025511,30,,,,,,0,0,1.0,Least k>1 such that reverse complement of first n terms of A006928 repeats beginning at k-th term.
A025512,30,,,,,,0,0,1.0,Index of n-th 2 in A022300.
A025513,30,,,,,,0,0,1.0,Exactly half of first a(n) terms of A022300 are 1's (not known to be infinite).
A025514,30,,,,,,0,0,1.0,Sequence A025513 divided by 2.
A025515,30,,,,,,0,0,1.0,Least k such that first k terms of A022300 contain n more 2's than 1's.
A025516,30,,,,,,0,0,1.0,Index of n-th 2 in A022303.
A025517,30,,,,,,0,0,1.0,Least k such that first k terms of A022303 contain n more 1's than 2's.
A025518,30,,,,,,0,0,1.0,Least k such that first k terms of A022303 contain n more 2's than 1's.
A025519,30,,,,,,0,0,1.0,Least k>1 such that first n terms of A022303 repeat beginning at k-th term.
A025520,30,,,,,,0,0,1.0,Least k>1 such that reverse of first n terms of A022303 repeats beginning at k-th term.
A025521,30,19.0,,,,,2,1,1.0,Least k>1 such that complement of first n terms of A022303 repeats beginning at k-th term.
A025522,30,,,,,,0,0,1.0,Least k>1 such that reverse complement of first n terms of A022303 repeats beginning at k-th term.
A025523,30,,,,,,0,0,1.0,a(n) = 1 + Sum_{ k < n and k | n} a(k).
A025524,30,,,,,,0,0,1.0,Number of positive integers that are not the sum of distinct n-th-order polygonal numbers.
A025525,30,,,,,,0,0,1.0,Largest number that is not the sum of distinct numbers of form k^2 + n.
A025526,30,,,,,,0,0,1.0,Number of positive integers that are not the sum of distinct numbers of form k^2 + n.
A025528,30,,,,,,0,0,1.0,Number of prime powers <= n with exponents > 0 (A246655).
